"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"3154","Sclerotinia sclerotiorum","Composted Oyster Shell as Lime Fertilizer Is More Effective Than Fresh Oyster Shell","Kye Man CHO, Jae Young HEO, Sun Joo HONG, Shah Md Asraful ISLAM, Hoon KIM, Young Han LEE, Renukaradhya K MATH, Han Dae YUN","Bioscience, Biotechnology, and Biochemistry","74","8","p1517 - p1521",2010,"10.1271/bbb.90642","22-May-14","https://doi.org/10.1271/bbb.90642",NA
"3155","Sclerotinia sclerotiorum","Phylogenetics of Helotiales and Rhytismatales based on partial small subunit nuclear ribosomal DNA sequences","David S Gernandt, Richard C Hamelin, Arne Holst-Jensen, Linda M Kohn, Jamie L Platt, Joseph W Spatafor, Jeffrey K Stone","Mycologia","93","5","p915 - p933",2001,"10.1080/00275514.2001.12063226","4-Jun-19","https://doi.org/10.1080/00275514.2001.12063226",NA
"3156","Sclerotinia sclerotiorum","Alberta Regional Meeting, 2014/Réunion régionalede l'Alberta, 2014","","Canadian Journal of Plant Pathology","38","1","p128 - p133",2016,"10.1080/07060661.2016.1139307","1-Feb-16","https://doi.org/10.1080/07060661.2016.1139307",NA
"3157","Sclerotinia sclerotiorum","Synthesis and Fungicidal Activity of Thiazoline Derivatives Containing Halogenated Indolyl Moiety","Bin Fu, Nan Li, Lei Liu, Zhao-hai Qin, Yu-mei Xiao, Xiao-jing Yan, Hui-zhu Yuan","Phosphorus, Sulfur, and Silicon and the Related Elements","186","8","p1790 - p1800",2011,"10.1080/10426507.2010.532842","11-Aug-11","https://doi.org/10.1080/10426507.2010.532842",NA
"3158","Sclerotinia sclerotiorum","Evaluation of an Inoculum Production and Delivery Technique for Valdensinia heterodoxa, a Potential Biological Control Agent for Salal","Simon F Shamoun, Susanne Vogelgsang","Biocontrol Science and Technology","14","8","p747 - p756",2004,"10.1080/09583150410001720725","28-Jun-10","https://doi.org/10.1080/09583150410001720725",NA
"3159","Sclerotinia sclerotiorum","Index to Volume LXIV","","Mycologia","64","6","p1379 - p1409",1972,"10.1080/00275514.1972.12019397","12-Sep-18","https://doi.org/10.1080/00275514.1972.12019397",NA
"3160","Sclerotinia sclerotiorum","Phytoalexins of leguminous plants","Abdel-Fattah Rizk, DK Salunkhe, Garnett E Wood","C R C Critical Reviews in Food Science and Nutrition","13","3","p245 - p295",1980,"10.1080/10408398009527291","29-Sep-09","https://doi.org/10.1080/10408398009527291",NA
"3161","Sclerotinia sclerotiorum","Tomato (Solanum lycopersicum) culture in vermi-aquaponic systems: II. Strategies for sustainable and economic development: Fertilization practices in vermi-ponic unit","Omid Askari-Khorasgani, Mohammad Pessarakli","Journal of Plant Nutrition","43","11","p1726 - p1739",2020,"10.1080/01904167.2020.1739307","16-Mar-20","https://doi.org/10.1080/01904167.2020.1739307",NA
"3162","Sclerotinia sclerotiorum","The influence of plant injury on development of Mycosphaerella pinodes in field pea","S Banniza, A Vandenberg","Canadian Journal of Plant Pathology","25","3","p304 - p311",2003,"10.1080/07060660309507083","1-Apr-10","https://doi.org/10.1080/07060660309507083",NA
"3163","Sclerotinia sclerotiorum","Seed Treatment with Trichoderma Species for Control of Damping-off of Cowpea Caused by Macrophomina phaseolina","A T Adekunle, K F Cardwell, D A Florini, T Ikotun","Biocontrol Science and Technology","11","4","p449 - p457",2001,"10.1080/09583150120067481","28-Jun-10","https://doi.org/10.1080/09583150120067481",NA
"3164","Sclerotinia sclerotiorum","Mowing during rainfall enhances the control of Cirsium arvense","Graeme W Bourdôt, Geoff A Hurrell, Jana Monk, David J Saville, Robert A Skipp","Biocontrol Science and Technology","21","10","p1213 - p1223",2011,"10.1080/09583157.2011.608119","9-Sep-11","https://doi.org/10.1080/09583157.2011.608119",NA
"3165","Sclerotinia sclerotiorum","Evaluation of Pseudomonas chlororaphis subsp. aurantiaca SR1 for growth promotion of soybean and for control of Macrophomina phaseolina","Marina Niederhauser, Nicolás Pastor, Susana B Rosas, Marisa Rovera","Biocontrol Science and Technology","24","9","p1012 - p1025",2014,"10.1080/09583157.2014.910293","16-Jun-14","https://doi.org/10.1080/09583157.2014.910293",NA
"3166","Sclerotinia sclerotiorum","Comprehensive volatile organic compounds profiling of Bacillus species with biocontrol properties by head space solid phase microextraction with gas chromatography-mass spectrometry","Yue-Qiu He, Hon-Hing Ho, Xing-Yu Li, Zi-Chao Mao, Yi-Xing Wu","Biocontrol Science and Technology","25","2","p132 - p143",2015,"10.1080/09583157.2014.960809","16-Sep-14","https://doi.org/10.1080/09583157.2014.960809",NA
"3167","Sclerotinia sclerotiorum","Two imide substances from a soil-isolated Streptomyces atratus strain provide effective biocontrol activity against grapevine downy mildew","Yuqian Huang, Chunhao Liang, Mark I McDermott, Shuyi Yu, Chaoqun Zang, Kuihua Zhao","Biocontrol Science and Technology","26","10","p1337 - p1351",2016,"10.1080/09583157.2016.1199014","12-Aug-16","https://doi.org/10.1080/09583157.2016.1199014",NA
"3168","Sclerotinia sclerotiorum","Virulence of Purpureocillium lilacinum strain ZJPL08 and efficacy of a wettable powder formulation against the Asian citrus psyllid (Diaphorina citri)","Guoqing Chen, Danchao Du, Xiurong Hu, Zhendong Huang, Shunmin Liu, Lianming Lu, Jia Lyu, Zhanxu Pu","Biotechnology & Biotechnological Equipment","34","1","p1104 - p1113",2020,"10.1080/13102818.2020.1823881","22-Sep-20","https://doi.org/10.1080/13102818.2020.1823881",NA
"3169","Sclerotinia sclerotiorum","Acibenzolar-S-methyl and methyl jasmonate treatments of glasshouse-grown freesias suppress post-harvest petal specking caused by Botrytis cinerea","A I Darras, D C Joyce, L A Terry","The Journal of Horticultural Science and Biotechnology","81","6","p1043 - p1051",2006,"10.1080/14620316.2006.11512169","7-Nov-15","https://doi.org/10.1080/14620316.2006.11512169",NA
"3170","Sclerotinia sclerotiorum","Annual Meeting, Charlottetown, Prince Edward Island, 2008","","Canadian Journal of Plant Pathology","31","1","p116 - p134",2009,"10.1080/07060660909507581","1-Apr-10","https://doi.org/10.1080/07060660909507581",NA
"3171","Sclerotinia sclerotiorum","Natural and Modified (1→3)-β-D-Glucans in Health Promotion and Disease Alleviation","Dragica Jakovljević, Stefan Kwiatkowski, Colm A Moran, Miroslav M Vrvić, Djordje B Zeković","Critical Reviews in Biotechnology","25","4","p205 - p230",2005,"10.1080/07388550500376166","10-Oct-08","https://doi.org/10.1080/07388550500376166",NA
"3172","Sclerotinia sclerotiorum","Pastoral weeds in New Zealand: Status and potential solutions","G W Bourdôt, G R Edwards, S V Fowler, J M Kean, D J Kriticos, A J Parsons, A Rahman","New Zealand Journal of Agricultural Research","50","2","p139 - p161",2007,"10.1080/00288230709510288","22-Feb-10","https://doi.org/10.1080/00288230709510288",NA
"3173","Sclerotinia sclerotiorum","Mitrula sclerotiorum Rostr. and its Relation to Sclerotinia trifoliorum Erikss","Håkon Röed","Acta Agriculturae Scandinavica","4","1","p78 - p84",1954,"10.1080/00015125409439934","3-Sep-09","https://doi.org/10.1080/00015125409439934",NA
"3174","Sclerotinia sclerotiorum","Genetic variation between strains of Monilinia fructicola and Monilinia laxa isolated from cherries in Michigan","AL Jones, Christine L Snyder","Canadian Journal of Plant Pathology","21","1","p70 - p77",1999,"10.1080/07060661.1999.10599997","7-Feb-13","https://doi.org/10.1080/07060661.1999.10599997",NA
"3175","Sclerotinia sclerotiorum","Tree mulches reduce sclerotial numbers and apothecial production by Ciborinia camelliae","M W Dench, M V Jaspers, A Stewart, R F van Toor","New Zealand Journal of Crop and Horticultural Science","33","2","p161 - p168",2005,"10.1080/01140671.2005.9514345","22-Mar-10","https://doi.org/10.1080/01140671.2005.9514345",NA
"3176","Sclerotinia sclerotiorum","Ozone in the food industry: Principles of ozone treatment, mechanisms of action, and applications: An overview","Agnieszka Joanna Brodowska, Agnieszka Nowak, Krzysztof Śmigielski","Critical Reviews in Food Science and Nutrition","58","13","p2176 - p2201",2018,"10.1080/10408398.2017.1308313","6-Jul-17","https://doi.org/10.1080/10408398.2017.1308313",NA
"3177","Sclerotinia sclerotiorum","Detection of double-stranded RNA in Macrophomina phaseolina","Héctor Williams Alanis, Rodolfo de la Torre Almaraz, María de Jesús Alvarado, Víctor Pecina, George J Vandemark","Mycologia","92","5","p900 - p907",2000,"10.1080/00275514.2000.12061235","4-Jun-19","https://doi.org/10.1080/00275514.2000.12061235",NA
"3178","Sclerotinia sclerotiorum","Fungal volatiles: an environmentally friendly tool to control pathogenic microorganisms in plants","E Hormazabal, L Parra, A Quiroz, O Rubilar, H Schalchli, G R Tortella","Critical Reviews in Biotechnology","36","1","p144 - p152",2016,"10.3109/07388551.2014.946466","8-Sep-14","https://doi.org/10.3109/07388551.2014.946466",NA
"3179","Sclerotinia sclerotiorum","Meria laricis, an anamorph of Rhabdocline","Francisco J Camacho, David S Gernandt, Jeffrey K Stone","Mycologia","89","5","p735 - p744",1997,"10.1080/00275514.1997.12026840","28-Aug-18","https://doi.org/10.1080/00275514.1997.12026840",NA
"3180","Sclerotinia sclerotiorum","First report of Verticillium dahliae Kleb. causing wilt symptoms in canola (Brassica napus L.) in North America","Hafiz U Ahmed, Rudolph Fredua-Agyeman, Heting Fu, Sheau-Fang Hwang, Stephen E Strelkov, George D Turnbull, Qixing Zhou","Canadian Journal of Plant Pathology","39","4","p514 - p526",2017,"10.1080/07060661.2017.1375996","25-Sep-17","https://doi.org/10.1080/07060661.2017.1375996",NA
"3181","Sclerotinia sclerotiorum","Significance of Sulfur Compounds in the Protection of Plants Against Pests and Diseases","Elke Bloem, Silvia Haneklaus, Ewald Schnug","Journal of Plant Nutrition","28","5","p763 - p784",2005,"10.1081/pln-200055532","15-Aug-06","https://doi.org/10.1081/pln-200055532",NA
"3182","Sclerotinia sclerotiorum","Role of bacterial antagonists of fungal pathogens, Bacillus thuringiensis KYC and Bacillus velezensis CE 100 in control of root-knot nematode, Meloidogyne incognita and subsequent growth promotion of tomato","Tae Gyu Choi, Ajuna B Henry, Kil Yong Kim, Dong Ryul Lee, Yong Seong Lee, Chaw Ei Htwe Maung","Biocontrol Science and Technology","30","7","p685 - p700",2020,"10.1080/09583157.2020.1765980","19-May-20","https://doi.org/10.1080/09583157.2020.1765980",NA
"3183","Sclerotinia sclerotiorum","Progression of root rot on processing carrots due to Sclerotium rolfsii and the relationship of disease incidence to inoculum density","Zamir K Punja","Canadian Journal of Plant Pathology","8","3","p297 - p304",1986,"10.1080/07060668609501803","29-Dec-09","https://doi.org/10.1080/07060668609501803",NA
"3184","Sclerotinia sclerotiorum","Persistence of basidiospores and sclerotia of ectomycorrhizal fungi and Morchella in soil","Terry M McClean, Steven L Miller, Pilar Torres","Mycologia","86","1","p89 - p95",1994,"10.1080/00275514.1994.12026377","29-Aug-18","https://doi.org/10.1080/00275514.1994.12026377",NA
"3185","Sclerotinia sclerotiorum","Alberta Regional Meeting, 2017/Réunion régionale de l'Alberta, 2017","","Canadian Journal of Plant Pathology","40","1","p139 - p145",2018,"10.1080/07060661.2017.1416030","16-Feb-18","https://doi.org/10.1080/07060661.2017.1416030",NA
"3186","Sclerotinia sclerotiorum","Why are plant pathogens under-represented in eco-climatic niche modelling?","Kylie B Ireland, Darren J Kriticos","International Journal of Pest Management","65","3","p207 - p216",2019,"10.1080/09670874.2018.1543910","25-Jan-19","https://doi.org/10.1080/09670874.2018.1543910",NA
"3187","Sclerotinia sclerotiorum","Survival of Lab Grown Calonectria pseudonaviculata Microsclerotia During Small-Scale Composting","Donald D Davis, Robert J Harvey, John Pecchia, Nina Shishkoff","Compost Science & Utilization","27","1","p24 - p34",2019,"10.1080/1065657x.2018.1536865","15-Jan-19","https://doi.org/10.1080/1065657x.2018.1536865",NA
"3188","Sclerotinia sclerotiorum","Fungi and inflammatory bowel diseases: Alterations of composition and diversity","Oliver Drews, Stephan Hellmig, Tanja Kühbacher, Meike Musfeldt, Stephan J Ott, Ateequr Rehman, Philip Rosenstiel, Stefan Schreiber, Kenneth N Timmis, Wilko Weichert","Scandinavian Journal of Gastroenterology","43","7","p831 - p841",2008,"10.1080/00365520801935434","8-Jul-09","https://doi.org/10.1080/00365520801935434",NA
"3189","Sclerotinia sclerotiorum","Evaluation of diversity of Bacilli from chickpea rhizosphere by 16S ARDRA and assessment of their plant-growth-promoting attributes","Poonam Dubey, RC Dubey, Satyajeet Khare, Pankaj Kumar, DK Maheshwari","Archives of Phytopathology and Plant Protection","46","19","p2323 - p2340",2013,"10.1080/03235408.2013.794528","18-Nov-13","https://doi.org/10.1080/03235408.2013.794528",NA
"3190","Sclerotinia sclerotiorum","Control of greenhouse tomato root rot [Pythium ultimum] in hydroponic systems, using plant-growth-promoting microorganisms","H Antoun, V Gravel, C Martinez, RJ Tweddell","Canadian Journal of Plant Pathology","28","3","p475 - p483",2006,"10.1080/07060660609507322","1-Apr-10","https://doi.org/10.1080/07060660609507322",NA
"3191","Sclerotinia sclerotiorum","Towards a more sustainable agriculture system: The effect of glucosinolates on the control of soil-borne diseases","P M F Rodrigues, E A S Rosa","The Journal of Horticultural Science and Biotechnology","74","6","p667 - p674",1999,"10.1080/14620316.1999.11511170","7-Nov-15","https://doi.org/10.1080/14620316.1999.11511170",NA
"3192","Sclerotinia sclerotiorum","Genetic diversity of Rhizoctonia solani AG-3 from potato and tobacco in North Carolina","Paulo C Ceresini, Marc A Cubeta, H David Shew, Rytas J Vilgalys","Mycologia","94","3","p437 - p449",2002,"10.1080/15572536.2003.11833209","31-Jan-17","https://doi.org/10.1080/15572536.2003.11833209",NA
"3193","Sclerotinia sclerotiorum","The use of endophytic fungi for the conversion of agricultural wastes to hydrocarbons","Gary Strobel","Biofuels","5","4","p447 - p455",2014,"10.1080/17597269.2014.989135","23-Dec-14","https://doi.org/10.1080/17597269.2014.989135",NA
"3194","Sclerotinia sclerotiorum","Toxigenic Aspergillus flavus and other fungi of public health concern in food and organic matter in southwest Nigeria","SB Beltz, SO Fapohunda, OT Ganiyu, GG Moore","Mycology","3","3","p210 - p219",2012,"10.1080/21501203.2012.722566","6-Sep-12","https://doi.org/10.1080/21501203.2012.722566",NA
"3195","Sclerotinia sclerotiorum","Morphological and molecular identification of Leptosphaeria maculans in canola seeds and flowers collected from the North Iran","S Nasrollanejad, K Rahnama, Z Vakili Zarj, A Yamchi","Archives of Phytopathology and Plant Protection","50","12-Nov","p526 - p539",2017,"10.1080/03235408.2017.1339986","15-Jun-17","https://doi.org/10.1080/03235408.2017.1339986",NA
"3196","Sclerotinia sclerotiorum","Diseases Aggravated by Sunlight","Derek J Cripps","Postgraduate Medicine","41","5","p557 - p567",1967,"10.1080/00325481.1967.11696959","18-Apr-16","https://doi.org/10.1080/00325481.1967.11696959",NA
"3197","Sclerotinia sclerotiorum","Influence of growth habit, row spacing, and seed infection on bean anthracnose development","P Balasubramanian, RL Conner, Y Dongfang, FA Kiehn, DW McAndrew","Canadian Journal of Plant Pathology","28","3","p411 - p418",2006,"10.1080/07060660609507314","1-Apr-10","https://doi.org/10.1080/07060660609507314",NA
"3198","Sclerotinia sclerotiorum","Alberta Regional Meeting, 2010/Réunion régionale de l'Alberta, 2010","","Canadian Journal of Plant Pathology","33","2","p258 - p264",2011,"10.1080/07060661.2011.563052","8-Apr-11","https://doi.org/10.1080/07060661.2011.563052",NA
"3199","Sclerotinia sclerotiorum","Improvement of seed bio-priming of oilseed rape (Brassica napus ssp. oleifera) with Serratia plymuthica and Pseudomonas chlororaphis","Ruba Abuamsha, Ralf-Udo Ehlers, Mazen Salman","Biocontrol Science and Technology","21","2","p199 - p213",2011,"10.1080/09583157.2010.537311","15-Dec-10","https://doi.org/10.1080/09583157.2010.537311",NA
"3200","Sclerotinia sclerotiorum","Pepper growth promotion and Fusarium wilt biocontrol by Trichoderma hamatum MHT1134","Xiaojun Chen, Xiaoyulong Chen, Haixia Ding, Xuanli Jiang, Tingting Mao","Biocontrol Science and Technology","30","11","p1228 - p1243",2020,"10.1080/09583157.2020.1803212","7-Aug-20","https://doi.org/10.1080/09583157.2020.1803212",NA
"3201","Sclerotinia sclerotiorum","Phylogenetic origins of two cleistothecial fungi, Orbicula parietina and Lasiobolidium orbiculoides, within the operculate discomycetes","K Hansen, BA Perry, DH Pfister","Mycologia","97","5","p1023 - p1033",2005,"10.1080/15572536.2006.11832752","27-Jan-17","https://doi.org/10.1080/15572536.2006.11832752",NA
"3202","Sclerotinia sclerotiorum","Influence of mitosporic fungi upon zinc-polymeric coatings on steel under the different environment","Elena Binkauskienė, Dalia Bučinskienė, Albinas Lugauskas, Algirdas Narkevičius, Igoris Prosyčevas, Alma Ručinskienė, Aušra Selskienė","Journal of Environmental Engineering and Landscape Management","21","3","p199 - p208",2013,"10.3846/16486897.2012.721370","14-Oct-13","https://doi.org/10.3846/16486897.2012.721370",NA
"3203","Sclerotinia sclerotiorum","Transformation of the mycorrhizal fungus Laccaria bicolor using Agrobacterium tumefaciens","Minna J Kemppainen, Alejandro G Pardo","Bioengineered Bugs","2","1","p38 - p44",2011,"10.4161/bbug.2.1.14394","1-Jan-11","https://doi.org/10.4161/bbug.2.1.14394",NA
"3204","Sclerotinia sclerotiorum","Genetic engineering for increasing fungal and bacterial disease resistance in crop plants","Zamir K Punja, Owen Wally","GM Crops","1","4","p199 - p206",2010,"10.4161/gmcr.1.4.13225","28-Jul-10","https://doi.org/10.4161/gmcr.1.4.13225",NA
"3205","Sclerotinia sclerotiorum","Phylogenetic Placement and Morphological Characterization of Sclerotium rolfsii (Teleomorph: Athelia rolfsii) Associated with Blight Disease of Ipomoea batatas in Korea","San Go, Eom-Ji Hwang, Yong-Gu Kang, Hyeong-Un Lee, Joon-Seol Lee, Kyeong-Bo Lee, Sang-Sik Nam, Narayan Chandra Paul, Jung-Wook Yang, Gyeong-Dan Yu","Mycobiology","45","3","p129 - p138",2017,"10.5941/myco.2017.45.3.129","19-Jun-18","https://doi.org/10.5941/myco.2017.45.3.129",NA
"3206","Sclerotinia sclerotiorum","Potential of Moroccan isolates of plant growth promoting streptomycetes for biocontrol of the root rot disease of pea plants caused by the oomycete pathogen Aphanomyces euteiches.","Mustapha Barakate, Abdellah Ezzanad, Felix Mauch, Ahmed Nafis, Brahim Oubaha, Micheal Stumpe","Biocontrol Science and Technology","Latest Articles","Latest Articles","p1 - p18",2020,"10.1080/09583157.2020.1846160","4-Dec-20","https://doi.org/10.1080/09583157.2020.1846160",NA
"3207","Sclerotinia sclerotiorum","Crop Disease Review - Citrus","A D Hanna","PANS Pest Articles & News Summaries","15","3","p340 - p352",1969,"10.1080/04345546909415280","1-Sep-09","https://doi.org/10.1080/04345546909415280",NA
"3208","Sclerotinia sclerotiorum","Honey bees can disseminate a microbial control agent to more than one inflorescence pest of oilseed rape","Tariq M Butt, Norman L Carreck, Suzanne J Clark, Ludmilla Ibrahim, Elizabeth A Isger, Judith K Pell, Ingrid H Williams","Biocontrol Science and Technology","17","2","p179 - p191",2007,"10.1080/09583150600937485","20-Feb-07","https://doi.org/10.1080/09583150600937485",NA
"3209","Sclerotinia sclerotiorum","Essential oils in vapor phase as alternative antimicrobials: A review","Aurelio López-Malo, Addí Rhode Navarro-Cruz, Carlos Enrique Ochoa-Velasco, Enrique Palou, Fatima Reyes-Jurado, Raúl Ávila-Sosa","Critical Reviews in Food Science and Nutrition","60","10","p1641 - p1650",2020,"10.1080/10408398.2019.1586641","18-Mar-19","https://doi.org/10.1080/10408398.2019.1586641",NA
"3210","Sclerotinia sclerotiorum","Effects of four pre-harvest foliar sprays with β-aminobutyric acid or salicylic acid on the incidence of post-harvest disease and induced defence responses in jujube (Zizyphus jujuba Mill.) fruit after storage","J K Cao, W B Jiang, J Q Yan, Y M Zhao","The Journal of Horticultural Science and Biotechnology","88","3","p338 - p344",2013,"10.1080/14620316.2013.11512974","7-Nov-15","https://doi.org/10.1080/14620316.2013.11512974",NA
"3211","Sclerotinia sclerotiorum","Discovery of new group I-D introns leads to creation of subtypes and link to an adaptive response of the mitochondrial genome in fungi","Richard R Bélanger, Benjamin Cinget","RNA Biology","17","9","p1252 - p1260",2020,"10.1080/15476286.2020.1763024","23-May-20","https://doi.org/10.1080/15476286.2020.1763024",NA
"3212","Sclerotinia sclerotiorum","Influence of culture media and environmental factors on mycelial growth and pycnidial production of Sphaeropsis pyriputrescens","YK Kim, JD Rogers, CL Xiao","Mycologia","97","1","p25 - p32",2005,"10.1080/15572536.2006.11832835","27-Jan-17","https://doi.org/10.1080/15572536.2006.11832835",NA
"3213","Sclerotinia sclerotiorum","Production of conidia of Beauveria bassiana in solid-state culture: current status and future perspectives","O Loera, M Lopez-Perez, D Rodriguez-Gomez","Critical Reviews in Biotechnology","35","3","p334 - p341",2015,"10.3109/07388551.2013.857293","4-Feb-14","https://doi.org/10.3109/07388551.2013.857293",NA
"3214","Sclerotinia sclerotiorum","Mycotoxins and Poultry Management","J E Smith","World's Poultry Science Journal","38","3","p201 - p212",1982,"10.1079/wps19820016","25-Sep-19","https://doi.org/10.1079/wps19820016",NA
"3215","Sclerotinia sclerotiorum","Diversity of double-stranded RNA viruses within populations of entomopathogenic fungi and potential implications for fungal growth and virulence","Michael J Bidochka, Michael J Melzer","Mycologia","90","4","p586 - p594",1998,"10.1080/00275514.1998.12026947","28-Aug-18","https://doi.org/10.1080/00275514.1998.12026947",NA
"3216","Sclerotinia sclerotiorum","Antifungal Activity of the Essential Oil of Hyptis suaveolens and Its Efficacy in Biocontrol Measures","A K Handique, H B Singh","Journal of Essential Oil Research","9","6","p683 - p687",1997,"10.1080/10412905.1997.9700811","9-Dec-11","https://doi.org/10.1080/10412905.1997.9700811",NA
"3217","Sclerotinia sclerotiorum","Index to Volume LXVII","","Mycologia","67","6","p1245 - p1276",1975,"10.1080/00275514.1975.12019879","12-Sep-18","https://doi.org/10.1080/00275514.1975.12019879",NA
"3218","Sclerotinia sclerotiorum","Index to Volume 75","","Mycologia","75","6","p1112 - p1136",1983,"10.1080/00275514.1983.12023801","12-Sep-18","https://doi.org/10.1080/00275514.1983.12023801",NA
"3219","Sclerotinia sclerotiorum","Management of soil-borne plant pathogens with organic soil amendments: a disease control strategy salvaged from the past","George Lazarovits","Canadian Journal of Plant Pathology","23","1","p1 - p7",2001,"10.1080/07060660109506901","1-Apr-10","https://doi.org/10.1080/07060660109506901",NA
"3220","Sclerotinia sclerotiorum","Control of damping-off of safflower by bacterial seed treatment","HC Huang, GC Kozub, XY Liang, LJ Yanke","Canadian Journal of Plant Pathology","18","1","p43 - p49",1996,"10.1080/07060669609500653","29-Dec-09","https://doi.org/10.1080/07060669609500653",NA
"3221","Sclerotinia sclerotiorum","Root rot pathogens in field soil, roots and seeds in relation to common bean (Phaseolus vulgaris), disease and seed production","Seyyed Saeed Mousavi, Bita Naseri","International Journal of Pest Management","61","1","p60 - p67",2015,"10.1080/09670874.2014.993001","7-Jan-15","https://doi.org/10.1080/09670874.2014.993001",NA
"3222","Sclerotinia sclerotiorum","Synnema and sclerotium production in Aspergillus caelatus and the influence of substrate composition on their development in selected strains","Cesaria E McAlpin","Mycologia","96","5","p937 - p947",2004,"10.1080/15572536.2005.11832893","30-Jan-17","https://doi.org/10.1080/15572536.2005.11832893",NA
"3223","Sclerotinia sclerotiorum","Current perspectives on the volatile-producing fungal endophytes","Xu Bai-Ge, Zhang Chu-Long, Chen Yi-Cun, Yuan Zhi-Lin","Critical Reviews in Biotechnology","32","4","p363 - p373",2012,"10.3109/07388551.2011.651429","5-Nov-12","https://doi.org/10.3109/07388551.2011.651429",NA
"3224","Sclerotinia sclerotiorum","Lignans from linseed (Linum usitatissimum L.) and its allied species: Retrospect, introspect and prospect","Mohd Ashraf Ashfaq, Himanshu Chhillar, Priyanka Chopra","Critical Reviews in Food Science and Nutrition","Latest Articles","Latest Articles","p1 - p23",2020,"10.1080/10408398.2020.1784840","3-Jul-20","https://doi.org/10.1080/10408398.2020.1784840",NA
"3225","Sclerotinia sclerotiorum","Review of potential environmental impacts of transgenic glyphosate-resistant soybean in Brazil","Antonio L Cerdeira, Stephen O Duke, Dionsio L P Gazziero, Marcus B Matallo, Claudio A Spadotto","Journal of Environmental Science and Health, Part B","42","5","p539 - p549",2007,"10.1080/03601230701391542","11-Jun-07","https://doi.org/10.1080/03601230701391542",NA
"3226","Sclerotinia sclerotiorum","Weed Allelopathy, Its Ecological Impacts and Future Prospects. A Review","C L Foy, J R Qasem","Journal of Crop Production","4","2","p43 - p119",2001,"10.1300/j144v04n02_02","20-Oct-08","https://doi.org/10.1300/j144v04n02_02",NA
"3227","Sclerotinia sclerotiorum","Different vegetable crop rotations affect soil microbial communities and soilborne diseases of potato and onion: literature review and a long-term field evaluation","RE Falloon, D Hedderley, PJ Wright","New Zealand Journal of Crop and Horticultural Science","43","2","p85 - p110",2015,"10.1080/01140671.2014.979839","20-Dec-14","https://doi.org/10.1080/01140671.2014.979839",NA
"3228","Sclerotinia sclerotiorum","A multilocus gene genealogy concordant with host preference indicates segregation of a new species, Magnaporthe oryzae, from M. grisea","Brett C Couch, Linda M Kohn","Mycologia","94","4","p683 - p693",2002,"10.1080/15572536.2003.11833196","31-Jan-17","https://doi.org/10.1080/15572536.2003.11833196",NA
"3229","Sclerotinia sclerotiorum","Achievements and Challenges in Legume Breeding for Pest and Disease Resistance","María A Castillejo, Weidong Chen, Sara Fondevilla, Laurent Gentzbittel, Thomas J V Higgins, Nicolas Rispail, Diego Rubiales, Karam B Singh","Critical Reviews in Plant Sciences","34","3-Jan","p195 - p236",2015,"10.1080/07352689.2014.898445","24-Oct-14","https://doi.org/10.1080/07352689.2014.898445",NA
"3230","Sclerotinia sclerotiorum","Genetic diversity in New Zealand populations of Sclerotium cepivorum","R A Fullerton, H J Ridgway, A Stewart, J L Tyson","New Zealand Journal of Crop and Horticultural Science","30","1","p37 - p48",2002,"10.1080/01140671.2002.9514197","22-Mar-10","https://doi.org/10.1080/01140671.2002.9514197",NA
"3231","Sclerotinia sclerotiorum","Influence of metal stress on production of volatile inhibitory compounds by endophytes against Ganoderma boninense","Yuen Lin Cheow, Carrie Siew Fang Sim, Adeline Su Yien Ting, Chen Son Yue","Biocontrol Science and Technology","29","9","p860 - p876",2019,"10.1080/09583157.2019.1611735","2-May-19","https://doi.org/10.1080/09583157.2019.1611735",NA
"3232","Sclerotinia sclerotiorum","An updated patent review of therapeutic applications of chalcone derivatives (2014-present)","Vivek Asati, Sanjay Kumar Bharti, Debarshi Kar Mahapatra","Expert Opinion on Therapeutic Patents","29","5","p385 - p406",2019,"10.1080/13543776.2019.1613374","8-May-19","https://doi.org/10.1080/13543776.2019.1613374",NA
"3233","Sclerotinia sclerotiorum","The role of nutritional management in improving the symptoms of citrus decline","Mohammad Saeed Tadayon","Journal of Plant Nutrition","43","10","p1555 - p1570",2020,"10.1080/01904167.2020.1730897","31-Mar-20","https://doi.org/10.1080/01904167.2020.1730897",NA
"3234","Sclerotinia sclerotiorum","Chitin and chitin-related compounds in plant-fungal interactions","Tünde Pusztahelyi","Mycology","9","3","p189 - p201",2018,"10.1080/21501203.2018.1473299","15-May-18","https://doi.org/10.1080/21501203.2018.1473299",NA
"3235","Sclerotinia sclerotiorum","Biotechnological approaches to develop bacterial chitinases as a bioshield against fungal diseases of plants","Kondreddy Anil, Bruno M Moerschbacher, Chilukoti Neeraja, Appa Rao Podile, Pallinti Purushotham, PVSRN Sarma, Katta Suma","Critical Reviews in Biotechnology","30","3","p231 - p241",2010,"10.3109/07388551.2010.487258","25-Aug-10","https://doi.org/10.3109/07388551.2010.487258",NA
