"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"3628","Sclerotinia sclerotiorum","The distribution of the NADPH regenerating mannitol cycle among fungal species","Archives of Microbiology",NA,128,"2","10.1007/BF00406168","Karl HultAndres VeideSten Gatenbeck",1980,"http://link.springer.com/article/10.1007/BF00406168","Article",NA
"3629","Sclerotinia sclerotiorum","The Effect of UV and Visible Lightirradiation on the Development of Microsclerotium of the Fungus Macrophomina Phaseolina","Cereal Research Communications",NA,30,"4-Mar","10.1007/BF03543433","Pál NagyGéza Fischl",2002,"http://link.springer.com/article/10.1007/BF03543433","Article",NA
"3630","Sclerotinia sclerotiorum","Changes in chemical composition during germination ofbotrytis cinerea sclerotia","Current Microbiology",NA,6,"4","10.1007/BF01566981","Begoña Gómez-MirandaPilar RupérezJuan Antonio Leal",1981,"http://link.springer.com/article/10.1007/BF01566981","Article",NA
"3631","Sclerotinia sclerotiorum","Isolation of (−)-cryptosporiopsin, a chlorinated cyclopentenone fungitoxic metabolite fromPhialophora asteris f. sp.helianthi","Experientia",NA,32,"3","10.1007/BF01940821","R. J. J. Ch. LousbergY. TirillyM. Moreau",1976,"http://link.springer.com/article/10.1007/BF01940821","Article",NA
"3632","Sclerotinia sclerotiorum","Meteorological method based on wet foliage to determine areas at high risk of fungal epidemics","International Journal of Biometeorology",NA,40,"3","10.1007/s004840050039","A. de GarínP. FiguerolaA. BasualdoP. GiavedoniP. OricchioM. Skansy",1997,"http://link.springer.com/article/10.1007/s004840050039","Article",NA
"3633","Sclerotinia sclerotiorum","Increased Susceptibility of Mg- and Mn-Deficient Pumpkin Seedlings to Fungal Attack","Naturwissenschaften",NA,64,"8","10.1007/BF00508704","J. A. AbiaW. M. HessB. N. Smith",1977,"http://link.springer.com/article/10.1007/BF00508704","Article",NA
"3634","Sclerotinia sclerotiorum","Subject Index -- Volume 46, 2003","Current Microbiology",NA,46,"6","10.1007/s00284-003-4662-8","",2003,"http://link.springer.com/article/10.1007/s00284-003-4662-8","Article",NA
"3635","Sclerotinia sclerotiorum","Biological Control of Plant Diseases: The European Situation","European Journal of Plant Pathology",NA,114,"3","10.1007/s10658-005-0233-0","Claude AlabouvetteChantal OlivainChristian Steinberg",2006,"http://link.springer.com/article/10.1007/s10658-005-0233-0","Article",NA
"3636","Sclerotinia sclerotiorum","Hypovirulent strain of the violet root rot fungus Helicobasidium mompa","Journal of General Plant Pathology",NA,69,"6","10.1007/s10327-003-0076-5","Ken-ichi IkedaHitoshi NakamuraNaoyuki Matsumoto",2003,"http://link.springer.com/article/10.1007/s10327-003-0076-5","Article",NA
"3637","Sclerotinia sclerotiorum","The role of rhizosphere bacteria in herbicide-mediated increase in Rhizoctonia solani-induced cotton seedling damping-off","Plant and Soil",NA,257,"2","10.1023/A:1027330215553","A. HeydariI. J. Misaghi",2003,"http://link.springer.com/article/10.1023/A%3A1027330215553","Article",NA
"3638","Sclerotinia sclerotiorum","Inactivation of soil-borne plant pathogens during small-scale composting of crop residues","Netherlands Journal of Plant Pathology",NA,95,"1","10.1007/BF01974281","G. J. BollenD. VolkerA. P. Wijnen",1989,"http://link.springer.com/article/10.1007/BF01974281","Article",NA
"3639","Sclerotinia sclerotiorum","Check-list for scientific names of common parasitic fungi. Series 3a: Fungi on bulbs: Liliaceae","Netherlands Journal of Plant Pathology",NA,94,"1","10.1007/BF02001882","G. H. BoeremaMaria E. C. Hamers",1988,"http://link.springer.com/article/10.1007/BF02001882","Article",NA
"3640","Sclerotinia sclerotiorum","Ultrastructure of the haustoria or intracellular hyphae in four different fungi","Archiv für Mikrobiologie",NA,67,"3","10.1007/BF00411257","F. D. Calonge",1969,"http://link.springer.com/article/10.1007/BF00411257","Article",NA
"3641","Sclerotinia sclerotiorum","Tryptophan supplementation and pH adjustment for optimizing the sporulation of Coniothyrium minitans","Biotechnology Letters",NA,30,"2","10.1007/s10529-007-9549-5","Junling ShiYin LiYi ZhengYi ZhuXiaoping ZhangGuocheng DuJian Chen",2008,"http://link.springer.com/article/10.1007/s10529-007-9549-5","Article",NA
"3642","Sclerotinia sclerotiorum","Phytoalexins","Australian Plant Pathology Society Newsletter",NA,3,"3","10.1071/APP9740063","B. J. Deverall",1974,"http://link.springer.com/article/10.1071/APP9740063","Article",NA
"3643","Sclerotinia sclerotiorum","Volatiles of bacterial antagonists inhibit mycelial growth of the plant pathogen Rhizoctonia solani","Archives of Microbiology",NA,187,"5","10.1007/s00203-006-0199-0","Marco KaiUta EffmertGabriele BergBirgit Piechulla",2007,"http://link.springer.com/article/10.1007/s00203-006-0199-0","Article",NA
"3644","Sclerotinia sclerotiorum","FUNYBASE: a FUNgal phYlogenomic dataBASE","BMC Bioinformatics",NA,9,"1","10.1186/1471-2105-9-456","Sylvain MartheyGabriela AguiletaFrançois RodolpheAnnie GendraultTatiana GiraudElisabeth FournierManuela Lopez-VillavicencioAngélique GautierMarc-Henri LebrunHélène Chiapello",2008,"http://link.springer.com/article/10.1186/1471-2105-9-456","Article",NA
"3645","Sclerotinia sclerotiorum","Abstracts of papers presented at the 4th Meeting on Pheromone Research in Israel Abstracts of papers presented at the 9th Congress of the Phytopathological Society of Israel","Phytoparasitica",NA,13,"2","10.1007/BF02980893","A. HefetzA. ShaniM. J. LaceyP. M. BarrerC. P. WhittleE. DunkelblumS. GothilfP. J. SilkS. H. TanAda RafaeliJ. A. KlunA. K. RainaM. KehatN. Bar-ShavitDvora GordonS. Greenberg",1985,"http://link.springer.com/article/10.1007/BF02980893","Article",NA
"3646","Sclerotinia sclerotiorum","Endophytic-Host Selectivity of Discula umbrinella on Quercus alba and Quercus rubra Characterized by Infection, Pathogenicity and Mycelial Compatibility","European Journal of Plant Pathology",NA,110,"7","10.1023/B:EJPP.0000041564.63509.2f","Susan D. Cohen",2004,"http://link.springer.com/article/10.1023/B%3AEJPP.0000041564.63509.2f","Article",NA
"3647","Sclerotinia sclerotiorum","Production and fungitoxic activity of Sch 642305, a secondary metabolite of Penicillium canescens","Mycopathologia",NA,163,"5","10.1007/s11046-007-9015-x","Rosario NicolettiMaria Pilar Lopez-GresaEmiliano ManzoAngela CarellaMaria Letizia Ciavatta",2007,"http://link.springer.com/article/10.1007/s11046-007-9015-x","Article",NA
"3648","Sclerotinia sclerotiorum","Genetic variation and recombination in Penicillium miczynskii and Eupenicillium species","Mycological Progress",NA,3,"1","10.1007/s11557-006-0070-3","Dorothy E. Tuthill",2004,"http://link.springer.com/article/10.1007/s11557-006-0070-3","Article",NA
"3649","Sclerotinia sclerotiorum","Increased Septoria musiva resistance in transgenic hybrid poplar leaves expressing a wheat oxalate oxidase gene","Plant Molecular Biology",NA,45,"6","10.1023/A:1010631318831","Haiying LiangCharles A. MaynardRandy D. AllenWilliam A. Powell",2001,"http://link.springer.com/article/10.1023/A%3A1010631318831","Article",NA
"3650","Sclerotinia sclerotiorum","Pathogen-induzierte Stressreaktionen der Sonnenblume","Gesunde Pflanzen",NA,55,"1","10.1046/j.1439-0345.2003.02031.x","Frank BrändleOtmar Spring",2003,"http://link.springer.com/article/10.1046/j.1439-0345.2003.02031.x","Article",NA
"3651","Sclerotinia sclerotiorum","CASAR82A, a Pathogen-induced Pepper SAR8.2, Exhibits an Antifungal Activity and its Overexpression Enhances Disease Resistance and Stress Tolerance","Plant Molecular Biology",NA,61,"2-Jan","10.1007/s11103-005-6102-6","Sung Chul LeeByung Kook Hwang",2006,"http://link.springer.com/article/10.1007/s11103-005-6102-6","Article",NA
"3652","Sclerotinia sclerotiorum","Interaction between an isolate of dark-septate fungi and its host plant Saussurea involucrata","Mycorrhiza",NA,18,"2","10.1007/s00572-007-0159-9","Liqin WuShunxing Guo",2008,"http://link.springer.com/article/10.1007/s00572-007-0159-9","Article",NA
"3653","Sclerotinia sclerotiorum","Population structure ofSclerotium rolfsii in peanut fields","Mycoscience",NA,41,"2","10.1007/BF02464323","Ikuko OkabeNaoyuki Matsumoto",2000,"http://link.springer.com/article/10.1007/BF02464323","Article",NA
"3654","Sclerotinia sclerotiorum","Cloning and characterization of a gene encoding the endopolygalacturonase of Penicillium griseoroseum","Biotechnology Letters",NA,21,"5","10.1023/A:1005419225412","A.O.B. RibonJ.L.C. CoelhoE.G. de BarrosE.F. Araújo",1999,"http://link.springer.com/article/10.1023/A%3A1005419225412","Article",NA
"3655","Sclerotinia sclerotiorum","Mating behaviour of Ctenomyces serratus","Mycopathologia",NA,60,"1","10.1007/BF00442545","Awatar S. SekhonA. A. Padhye",1976,"http://link.springer.com/article/10.1007/BF00442545","Article",NA
"3656","Sclerotinia sclerotiorum","Ophiostomatoid fungi associated with the northern spruce engraver, Ips perturbatus, in western Canada","Antonie van Leeuwenhoek",NA,91,"1","10.1007/s10482-006-9092-8","Sepideh Massoumi AlamoutiJae-Jin KimLeland M. HumbleAdnan UzunovicColette Breuil",2007,"http://link.springer.com/article/10.1007/s10482-006-9092-8","Article",NA
"3657","Sclerotinia sclerotiorum","Production of macerating enzymes of mandarin orange peel by fungal cultures","European journal of applied microbiology and biotechnology",NA,6,"4","10.1007/BF00499167","Naomichi NishioShiro Nagai",1979,"http://link.springer.com/article/10.1007/BF00499167","Article",NA
"3658","Sclerotinia sclerotiorum","Diversity and dynamics of the Spitzenkörper in growing hyphal tips of higher fungi","Protoplasma",NA,195,"4-Jan","10.1007/BF01279189","Rosamaria Löpez-FrancoCharles E. Bracker",1996,"http://link.springer.com/article/10.1007/BF01279189","Article",NA
"3659","Sclerotinia sclerotiorum","The role of interactions between trophic levels in determining the effects of UV-B on terrestrial ecosystems","Plant Ecology",NA,128,"2-Jan","10.1023/A:1009746511767","Nigel D. PaulSharima RasanayagamSandra A. MoodyPaul E. HatcherPeter G. Ayres",1997,"http://link.springer.com/article/10.1023/A%3A1009746511767","Article",NA
"3660","Sclerotinia sclerotiorum","Influence of milk whey, nitrogen and phosphorus concentration on oxalic acid production by Aspergillus niger","Bioprocess Engineering",NA,20,"1","10.1007/PL00009032","R. SantoroC. CameselleS. Rodríguez-CoutoÁ. Sanromán",1999,"http://link.springer.com/article/10.1007/PL00009032","Article",NA
"3661","Sclerotinia sclerotiorum","Mycoparasitism ofFusarium SPP. onRhizoctonia solani Kühn","Plant and Soil",NA,55,"1","10.1007/BF02149707","D. K. AroraR. S. Dwivedi",1980,"http://link.springer.com/article/10.1007/BF02149707","Article",NA
"3662","Sclerotinia sclerotiorum","Pseudomonas cepacia causes mycelial deformities and inhibition of conidiation in phytopathogenic fungi","Current Microbiology",NA,24,"4","10.1007/BF01579279","R. S. UpadhyayDr. R. K. Jayaswal",1992,"http://link.springer.com/article/10.1007/BF01579279","Article",NA
"3663","Sclerotinia sclerotiorum","Volume Contents","European Journal of Plant Pathology",NA,105,"9","10.1023/A:1017125913946","",1999,"http://link.springer.com/article/10.1023/A%3A1017125913946","Article",NA
"3664","Sclerotinia sclerotiorum","Microbodies (glyoxysomes) in infection structures ofUromyces phaseoli","Protoplasma",NA,78,"4","10.1007/BF01275783","Kurt Mendgen",1973,"http://link.springer.com/article/10.1007/BF01275783","Article",NA
"3665","Sclerotinia sclerotiorum","Synthesis of substituted 1-(2-arylvinyl)-2-azolyl-1-pyridylethanols-1","Chemistry of Heterocyclic Compounds",NA,43,"8","10.1007/s10593-007-0154-2","V. V. ZakharychevA. V. Kuzenkov",2007,"http://link.springer.com/article/10.1007/s10593-007-0154-2","Article",NA
"3666","Sclerotinia sclerotiorum","Simple detection of potential pollutant effects on fungal growth, sclerotia formation and germination","Bulletin of Environmental Contamination and Toxicology",NA,34,"1","10.1007/BF01609793","John E. RogersS. W. Li",1985,"http://link.springer.com/article/10.1007/BF01609793","Article",NA
"3667","Sclerotinia sclerotiorum","The Fatty Acid Composition of Plasmopara halstedii and Its Taxonomic Significance","European Journal of Plant Pathology",NA,108,"3","10.1023/A:1015173900047","Otmar SpringKlaus Haas",2002,"http://link.springer.com/article/10.1023/A%3A1015173900047","Article",NA
"3668","Sclerotinia sclerotiorum","A simple method for a mini-preparation of fungal DNA","Journal of General Plant Pathology",NA,72,"6","10.1007/s10327-006-0300-1","Ken-ichiro SaitohKana TogashiTsutomu ArieTohru Teraoka",2006,"http://link.springer.com/article/10.1007/s10327-006-0300-1","Article",NA
"3669","Sclerotinia sclerotiorum","Screening of fungal antagonists against yellows of cabbage caused by Fusarium oxysporum f. sp. conglutinans","Mycoscience",NA,43,"6","10.1007/s102670200064","J.-Y. ParkG. OkadaM. TakahashiH. Oyaizu",2002,"http://link.springer.com/article/10.1007/s102670200064","Article",NA
"3670","Sclerotinia sclerotiorum","Soil management for sustainable crop disease control: a review","Environmental Chemistry Letters",NA,6,"3","10.1007/s10311-008-0147-0","R. GhorbaniS. WilcocksonA. KoochekiC. Leifert",2008,"http://link.springer.com/article/10.1007/s10311-008-0147-0","Article",NA
"3671","Sclerotinia sclerotiorum","Guttation droplets of Penicillium nordicum 
and Penicillium verrucosum contain high concentrations 
of the mycotoxins ochratoxin A and B","Mycopathologia",NA,163,"4","10.1007/s11046-007-9003-1","Manfred GareisEva-Maria Gareis",2007,"http://link.springer.com/article/10.1007/s11046-007-9003-1","Article",NA
"3672","Sclerotinia sclerotiorum","Environmental risks of genetic engineering","Euphytica",NA,148,"2-Jan","10.1007/s10681-006-5940-x","E. Ann Clark",2006,"http://link.springer.com/article/10.1007/s10681-006-5940-x","Article",NA
"3673","Sclerotinia sclerotiorum","Mating Behaviour and Vegetative Compatibility in Spanish Populations of Botryotinia fuckeliana","European Journal of Plant Pathology",NA,108,"5","10.1023/A:1016062524505","J. DelcánP. Melgarejo",2002,"http://link.springer.com/article/10.1023/A%3A1016062524505","Article",NA
"3674","Sclerotinia sclerotiorum","Production of oxalic acid by Penicillium oxalicum in culture and in infected yam tissue and interaction with macerating enzyme","Mycopathologia",NA,88,"1","10.1007/BF00439288","T. Ikotun",1984,"http://link.springer.com/article/10.1007/BF00439288","Article",NA
"3675","Sclerotinia sclerotiorum","Check-list for scientific names of common parasitic fungi. Supplement Series 2c, d (additions and corrections): Fungi on field crops: pulse (legumes), forage crops (herbage legumes), vegetables and cruciferous crops","Netherlands Journal of Plant Pathology",NA,99,"1","10.1007/BF01999933","G. H. BoeremaR. PietersMaria E. C. Hamers",1993,"http://link.springer.com/article/10.1007/BF01999933","Article",NA
"3676","Sclerotinia sclerotiorum","Regulators of ethylene biosynthesis or activity as a tool for reducing susceptibility of host plant tissues to infection by Botrytis cinerea","Netherlands Journal of Plant Pathology",NA,99,"3","10.1007/BF01974263","Y. Elad",1993,"http://link.springer.com/article/10.1007/BF01974263","Article",NA
"3677","Sclerotinia sclerotiorum","Honey bee dispersal of the biocontrol agent Trichoderma harzianum T39: effectiveness in suppressing Botrytis cinerea on strawberry under field conditions","European Journal of Plant Pathology",NA,116,"2","10.1007/s10658-006-9047-y","Sharoni ShafirArnon DagAlon BiluMohamad Abu-ToamyYigal Elad",2006,"http://link.springer.com/article/10.1007/s10658-006-9047-y","Article",NA
"3678","Sclerotinia sclerotiorum","Involvement of carbon catabolite repression on regulation of endopolygalacturonase gene expression in citrus fruit","Journal of General Plant Pathology",NA,69,"2","10.1007/s10327-002-0020-0","Kouhei OhtaniAtsunori IsshikiHiroshi KatohHiroyuki YamamotoKazuya Akimitsu",2003,"http://link.springer.com/article/10.1007/s10327-002-0020-0","Article",NA
"3679","Sclerotinia sclerotiorum","Abstracts of papers presented at the 66th annual PAA meeting Monterey, California Aug. 1–5, 1982","American Potato Journal",NA,59,"10","10.1007/BF02852501","",1982,"http://link.springer.com/article/10.1007/BF02852501","Article",NA
"3680","Sclerotinia sclerotiorum","Chitinases in bioengineering research","Russian Journal of Genetics",NA,44,"8","10.1134/S1022795408080012","A. V. ShakhbazauN. A. Kartel’",2008,"http://link.springer.com/article/10.1134/S1022795408080012","Article",NA
"3681","Sclerotinia sclerotiorum","Expressed sequence tags from the phytopathogenic fungus Botrytis cinerea","European Journal of Plant Pathology",NA,111,"2","10.1007/s10658-004-1429-4","Muriel ViaudFabrice LegeaiJean-Marc PradierYves BrygooFrédérique BittonJean WeissenbachAdeline Brunet-SimonAymeric DuclertSabine FillingerDominique FortiniAnastasia GiotiCorinne GiraudSébastien HalaryIsabelle LebrunPascal Le PêcheurDelphine Samson",2005,"http://link.springer.com/article/10.1007/s10658-004-1429-4","Article",NA
"3682","Sclerotinia sclerotiorum","Dr. W. J. Moller","Australasian Plant Pathology",NA,10,"3","10.1007/BF03216118","M. V. Carter",1981,"http://link.springer.com/article/10.1007/BF03216118","Article",NA
"3683","Sclerotinia sclerotiorum","Epidemiology and strategems for the control of fungal diseases","Australasian Plant Pathology",NA,8,"1","10.1071/APP9790008","P. F. Williams",1979,"http://link.springer.com/article/10.1071/APP9790008","Article",NA
"3684","Sclerotinia sclerotiorum","Genetic contribution of foreign germplasm to elite Chinese soybean (Glycine max) cultivars revealed by SSR markers","Chinese Science Bulletin",NA,51,"9","10.1007/s11434-006-1078-4","Jun QinWeiyuan ChenRongxia GuanChengxi JiangYinghui LiYashu FuZhangxiong LiuMengchen ZhangRuzhen ChangLijuan Qiu",2006,"http://link.springer.com/article/10.1007/s11434-006-1078-4","Article",NA
"3685","Sclerotinia sclerotiorum","Tissue culture and plant regeneration from sunflower (Helianthus annuus) and interspecific hybrids (H. tuberosus x H. annuus)","Plant Cell, Tissue and Organ Culture",NA,13,"1","10.1007/BF00043047","B. WitrzensW. R. ScowcroftR. W. DownesP. J. Larkin",1988,"http://link.springer.com/article/10.1007/BF00043047","Article",NA
"3686","Sclerotinia sclerotiorum","Isoelectrophoretic characterization of extracellular polygalacturonases of variousAspergillus alliaceus strains","Microbiology",NA,69,"2","10.1007/BF02756192","R. V. MikhailovaL. I. SapunovaA. G. LobanokM. I. YasenkoZh. F. Shishko",2000,"http://link.springer.com/article/10.1007/BF02756192","Article",NA
"3687","Sclerotinia sclerotiorum","Cross-kingdom patterns of alternative splicing and splice recognition","Genome Biology",NA,9,"3","10.1186/gb-2008-9-3-r50","Abigail M McGuireMatthew D PearsonDaniel E NeafseyJames E Galagan",2008,"http://link.springer.com/article/10.1186/gb-2008-9-3-r50","Article",NA
"3688","Sclerotinia sclerotiorum","Comparative abilities of fungi pathogenic and nonpathogenic to bean (Phaseolus vulgaris) to metabolize phaseollin","Netherlands Journal of Plant Pathology",NA,81,"4","10.1007/BF01976803","J. Van den HeuvelJudy A. Glazener",1975,"http://link.springer.com/article/10.1007/BF01976803","Article",NA
"3689","Sclerotinia sclerotiorum","Mycoparasitic relationships","Archives of Microbiology",NA,111,"3","10.1007/BF00549358","Harvey C. HochMelvin S. Fuller",1977,"http://link.springer.com/article/10.1007/BF00549358","Article",NA
"3690","Sclerotinia sclerotiorum","Plant hydrolytic enzymes (chitinases and β-1,3-glucanases) in root reactions to pathogenic and symbiotic microorganisms","Plant and Soil",NA,185,"2","10.1007/BF02257526","E. Dumas-GaudotS. SlezackB. DassiM. J. PozoV. Gianinazzi-PearsonS. Gianinazzi",1996,"http://link.springer.com/article/10.1007/BF02257526","Article",NA
"3691","Sclerotinia sclerotiorum","Towards the biocontrol of bindweeds with a mycoherbicide","BioControl",NA,46,"2","10.1023/A:1011441816615","G. DéfagoH.U. AmmonL. CagánB. DraegerM.P. GreavesD. GuntliD. HoekeL. KlimesJ. LawrieY. Moënne-LoccozB. NicoletH.A. PfirterR. TabacchiP. Tóth",2001,"http://link.springer.com/article/10.1023/A%3A1011441816615","Article",NA
"3692","Sclerotinia sclerotiorum","Zeitschriftenreferate","Zeitschrift für Lebensmittel-Untersuchung und Forschung",NA,169,"3","10.1007/BF01333322","",1979,"http://link.springer.com/article/10.1007/BF01333322","Article",NA
"3693","Sclerotinia sclerotiorum","Module evolution and substrate specificity of fungal nonribosomal peptide synthetases involved in siderophore biosynthesis","BMC Evolutionary Biology",NA,8,"1","10.1186/1471-2148-8-328","Kathryn E BushleyDaniel R RipollB Gillian Turgeon",2008,"http://link.springer.com/article/10.1186/1471-2148-8-328","Article",NA
"3694","Sclerotinia sclerotiorum","Growth of fungi in synthetic nutrient solutions. II","The Botanical Review",NA,16,"4","10.1007/BF02880964","Robert A. Steinberg",1950,"http://link.springer.com/article/10.1007/BF02880964","Article",NA
"3695","Sclerotinia sclerotiorum","Resistance to fungicides in plant pathogens: abstracts of papers","Netherlands Journal of Plant Pathology",NA,87,"6","10.1007/BF02084438","",1981,"http://link.springer.com/article/10.1007/BF02084438","Article",NA
"3696","Sclerotinia sclerotiorum","Genetic structure and evolution of the Vps25 family, a yeast ESCRT-II component","BMC Evolutionary Biology",NA,6,"1","10.1186/1471-2148-6-59","Ruth SlaterNaomi E Bishop",2006,"http://link.springer.com/article/10.1186/1471-2148-6-59","Article",NA
"3697","Sclerotinia sclerotiorum","Abstracts of papers presented at the 88th Annual Meeting of The Potato Association of America, Scottsbluff, Nebraska, August 8–12, 2004","American Journal of Potato Research",NA,82,"1","10.1007/BF02894918","",2005,"http://link.springer.com/article/10.1007/BF02894918","Article",NA
"3698","Sclerotinia sclerotiorum","Ecology of microfungi","The Botanical Review",NA,33,"3","10.1007/BF02858637","Vasil T. Panasenko",1967,"http://link.springer.com/article/10.1007/BF02858637","Article",NA
"3699","Sclerotinia sclerotiorum","Isolation of Pythium Acanthicum, P. oligandrum, and P. periplocum from Soil and Evaluation of Their Mycoparasitic Activity and Biocontrol Efficacy Against Selected Phytopathogenic Pythium Species","Mycopathologia",NA,145,"3","10.1023/A:1007065010931","Mohammed S. Ali-ShtayehAmjed S. F. Saleh",1999,"http://link.springer.com/article/10.1023/A%3A1007065010931","Article",NA
"3700","Sclerotinia sclerotiorum","Role of nutrients in controlling plant diseases in sustainable agriculture. A review","Agronomy for Sustainable Development",NA,28,"1","10.1051/agro:2007051","Christos Dordas",2008,"http://link.springer.com/article/10.1051/agro%3A2007051","Article",NA
"3701","Sclerotinia sclerotiorum","Book review","Netherlands Journal of Plant Pathology",NA,96,"5","10.1007/BF02000172","M. Gerlagh",1990,"http://link.springer.com/article/10.1007/BF02000172","Article",NA
"3702","Sclerotinia sclerotiorum","4th International Plant Pathology Congress","Australasian Plant Pathology",NA,10,"3","10.1007/BF03216125","Gretna Weste",1981,"http://link.springer.com/article/10.1007/BF03216125","Article",NA
"3703","Sclerotinia sclerotiorum","Reserve substances inPaxillus involutus sclerotia","Protoplasma",NA,163,"3-Feb","10.1007/BF01323331","A. E. P. MooreA. E. AshfordR. L. Peterson",1991,"http://link.springer.com/article/10.1007/BF01323331","Article",NA
"3704","Sclerotinia sclerotiorum","Untersuchungen über die Wirkung des Cyanamids im Kalkstickstoff auf pathogene und nichtpathogene Mikroorganismen des Bodens","Archiv für Mikrobiologie",NA,22,"3","10.1007/BF00419166","Hannelore Müller",1955,"http://link.springer.com/article/10.1007/BF00419166","Article",NA
"3705","Sclerotinia sclerotiorum","Integrated Pest management in Forage Alfalfa","Integrated Pest Management Reviews",NA,3,"3","10.1023/A:1009654901994","Charles G. Summers",1998,"http://link.springer.com/article/10.1023/A%3A1009654901994","Article",NA
"3706","Sclerotinia sclerotiorum","Expression of a ribosome inactivating protein (curcin 2) inJatropha curcas is induced by stress","Journal of Biosciences",NA,30,"3","10.1007/BF02703672","Wei QinHuang Ming-XingXu YingZhang Xin-ShenChen Fang",2005,"http://link.springer.com/article/10.1007/BF02703672","Article",NA
"3707","Sclerotinia sclerotiorum","Distribution of glyoxylate-cycle enzymes between microbodies and mitochondria in Aspergillus tamarii","Planta",NA,132,"2","10.1007/BF00388895","L. B. Graves Jr.V. N. ArmentroutD. P. Maxwell",1976,"http://link.springer.com/article/10.1007/BF00388895","Article",NA
"3708","Sclerotinia sclerotiorum","Stability of transgene integration and expression in subsequent generations of doubled haploid oilseed rape transformed with chitinase and β-1,3-glucanase genes in a double-gene construct","Plant Cell Reports",NA,25,"9","10.1007/s00299-006-0153-2","Margareta MelanderIréne KamnertIngrid HappstadiusErland LiljerothTomas Bryngelsson",2006,"http://link.springer.com/article/10.1007/s00299-006-0153-2","Article",NA
"3709","Sclerotinia sclerotiorum","Development of Specific PCR Primers for Identification and Detection of Rhizopycnis vagum","European Journal of Plant Pathology",NA,109,"8","10.1023/A:1026171307719","Stefano GhignoneGiacomo TamiettiMariangela Girlanda",2003,"http://link.springer.com/article/10.1023/A%3A1026171307719","Article",NA
"3710","Sclerotinia sclerotiorum","Die einzelnen Lebensmittel (Chemie, Technologie, Analytik)","Zeitschrift für Lebensmittel-Untersuchung und Forschung",NA,151,"2","10.1007/BF01842923","",1973,"http://link.springer.com/article/10.1007/BF01842923","Article",NA
"3711","Sclerotinia sclerotiorum","Synthesis and pesticidal activity of 1,2,3,4-tetrahydroquinoline derivatives","Pharmaceutical Chemistry Journal",NA,29,"2","10.1007/BF02226532","V. V. KuznetsovE. I. AndreevaN. S. Prostakov",1995,"http://link.springer.com/article/10.1007/BF02226532","Article",NA
"3712","Sclerotinia sclerotiorum","Abstracts of presentations on selected topics at The XlVth International plant protection congress (IPPC) 2. NEEM (Azadirachta indica)","Phytoparasitica",NA,28,"1","10.1007/BF02994026","K. R. S. AscherJ. MeisnerM. KleinR. S. RejesusJ. B. ObraA. ZabelM. KosticB. ManojlovicS. StankovicO. TomasiD. SekulovicS. R. BeimainP. GolobH. F. AndanJ. AtarigiyaF. A. Chare",2000,"http://link.springer.com/article/10.1007/BF02994026","Article",NA
"3713","Sclerotinia sclerotiorum","Distribution of benomyl in Lettuce","Australasian Plant Pathology",NA,7,"3","10.1071/APP9780030","P. R. MerrimanM. PywellG. Harrison",1978,"http://link.springer.com/article/10.1071/APP9780030","Article",NA
"3714","Sclerotinia sclerotiorum","Isolation of Adenylate Cyclase Gene-Specific Sequences from Ophiostoma novo-ulmi, Candida albicans, and Agaricus bisporus by PCR","Current Microbiology",NA,37,"5","10.1007/s002849900393","Thomas BinzFarid JalaliPaul A. Horgen",1998,"http://link.springer.com/article/10.1007/s002849900393","Article",NA
"3715","Sclerotinia sclerotiorum","Studies on sclerotium-forming fungi","Proceedings of the Indian Academy of Sciences - Section B",NA,26,"3","10.1007/BF03049690","R. P. Asthana",1947,"http://link.springer.com/article/10.1007/BF03049690","Article",NA
"3716","Sclerotinia sclerotiorum","Cophenetic correlation analysis as a strategy to select phylogenetically informative proteins: an example from the fungal kingdom","BMC Evolutionary Biology",NA,7,"1","10.1186/1471-2148-7-134","Eiko E KuramaeVincent RobertCarlos Echavarri-ErasunTeun Boekhout",2007,"http://link.springer.com/article/10.1186/1471-2148-7-134","Article",NA
"3717","Sclerotinia sclerotiorum","Abstracts of papers presented at the 75th Annual Meeting of The Potato Association of America Spokane, Washington State August 11–15, 1991","American Potato Journal",NA,68,"9","10.1007/BF02853713","",1991,"http://link.springer.com/article/10.1007/BF02853713","Article",NA
"3718","Sclerotinia sclerotiorum","Zur Ätiologie der Streifen- und Kräuselkrankheit des Tabaks","Zeitschrift für Parasitenkunde",NA,3,"2","10.1007/BF02119810","Karl Böning",1931,"http://link.springer.com/article/10.1007/BF02119810","Article",NA
"3719","Sclerotinia sclerotiorum","Transmissibility of viral double-stranded RNA between strains of the violet root rot fungus Helicobasidium mompa and the potential for viral dsRNA infection to this fungus using monokaryotic strains","Mycoscience",NA,44,"2","10.1007/s10267-003-0096-1","K. SuzakiA. SasakiS. KanematsuN. MatsumotoK. Yoshida",2003,"http://link.springer.com/article/10.1007/s10267-003-0096-1","Article",NA
